timestep,vehicle_count
407,3.269387755102041
408,2.873469387755102
409,2.946938775510204
410,3.0040816326530613
411,3.1578231292517005
412,3.234013605442177
413,3.4725274725274726
414,3.3805555555555555
415,3.5722222222222224
416,3.6125
417,3.524011299435028
418,3.232091690544413
419,3.06231884057971
420,3.0014492753623188
421,2.9855072463768115
422,2.8192419825072887
423,3.042962962962963
424,3.2311111111111113
425,3.194074074074074
426,3.357037037037037
427,3.2755555555555556
428,3.2785185185185184
429,3.3762962962962964
430,3.1214814814814815
431,3.5214814814814814
432,3.5614814814814815
433,3.5985185185185187
434,3.7496296296296294
435,3.859304084720121
436,3.8363636363636364
437,3.9242424242424243
438,3.709090909090909
439,3.463636363636364
440,3.2333333333333334
441,3.1196969696969696
442,2.8575757575757574
443,3.2848484848484847
444,3.1636363636363636
445,3.253030303030303
446,3.3015151515151517
447,3.562121212121212
448,3.696969696969697
449,3.631818181818182
450,3.4424242424242424
451,3.286363636363636
452,3.128787878787879
453,3.1515151515151514
454,2.984848484848485
455,3.3696969696969696
456,3.040909090909091
457,2.9585253456221197
458,3.1689922480620156
459,3.4186046511627906
460,3.294573643410853
461,3.437209302325581
462,3.4434108527131784
463,3.3007751937984495
464,3.533333333333333
465,3.062015503875969
466,2.694704049844237
467,2.6260162601626016
468,2.513821138211382
469,2.9252032520325204
470,2.6926829268292685
471,2.9289256198347107
472,3.0316666666666667
473,2.99
474,2.921666666666667
475,3.1
476,3.0638655462184876
477,3.229059829059829
478,3.0017094017094017
479,2.925217391304348
480,3.9628099173553717
481,4.446153846153846
482,4.615384615384615
483,4.933333333333334
484,5.271794871794872
485,5.62051282051282
486,5.251282051282051
487,5.333333333333333
488,5.717948717948718
489,4.512820512820513
490,4.779487179487179
491,5.333333333333333
492,5.123076923076923
493,4.790575916230367
494,3.9944444444444445
495,4.261111111111111
496,4.288888888888889
497,4.2444444444444445
498,4.133333333333334
499,4.372222222222222
500,4.527777777777778
501,3.861111111111111
502,3.8055555555555554
503,3.9444444444444446
504,4.189655172413793
505,3.303030303030303
506,3.703030303030303
507,3.909090909090909
508,3.7454545454545456
509,4.315151515151515
510,4.290909090909091
511,4.266666666666667
512,3.824242424242424
513,4.024242424242424
514,4.260606060606061
515,3.6484848484848484
516,4.048484848484849
517,4.290909090909091
518,4.612121212121212
519,4.818181818181818
520,4.181818181818182
521,4.2727272727272725
522,3.8
523,4.551515151515152
524,4.515151515151516
525,4.581818181818182
526,4.6909090909090905
527,4.412121212121212
528,4.321212121212121
529,3.466666666666667
530,3.418181818181818
531,3.878787878787879
532,4.2
533,5.042424242424242
534,4.921212121212121
535,4.7272727272727275
536,4.915151515151515
537,3.6666666666666665
538,3.6484848484848484
539,3.8727272727272726
540,4.575757575757576
541,4.915151515151515
542,4.618181818181818
543,4.83030303030303
544,4.612121212121212
545,5.20125786163522
546,5.166666666666667
547,4.296296296296297
548,4.392592592592592
549,3.437037037037037
550,3.9555555555555557
551,3.7925925925925927
552,3.437037037037037
553,3.0444444444444443
554,3.2666666666666666
555,3.3407407407407406
556,3.7333333333333334
557,4.24031007751938
558,5.358333333333333
559,5.153153153153153
560,5.0285714285714285
561,4.9714285714285715
562,3.638095238095238
563,3.4095238095238094
564,3.3333333333333335
565,3.3
566,3.7976190476190474
567,3.546666666666667
568,4.1466666666666665
569,3.76
570,3.96
571,3.7066666666666666
572,3.2133333333333334
573,2.6666666666666665
574,3.28
575,2.796875
576,2.0
577,1.8541666666666667
578,2.6444444444444444
579,2.2888888888888888
580,2.111111111111111
581,2.511111111111111
582,3.5555555555555554
583,3.888888888888889
584,5.633333333333334
585,3.6666666666666665
586,1.6666666666666667
587,1.2333333333333334
588,1.5333333333333334
589,2.7666666666666666
590,5.333333333333333
591,4.8
592,4.5
593,5.433333333333334
594,6.1
595,4.066666666666666
596,4.933333333333334
597,5.333333333333333
598,4.733333333333333
599,5.133333333333334
600,5.933333333333334
601,5.066666666666666
602,5.133333333333334
603,4.666666666666667
604,4.066666666666666
605,5.2
606,6.766666666666667
607,4.666666666666667
608,2.2666666666666666
609,2.533333333333333
610,3.0
611,1.9
612,2.2333333333333334
613,4.066666666666666
614,4.433333333333334
615,4.866666666666666
616,4.733333333333333
617,5.3
618,5.166666666666667
619,6.1
620,5.133333333333334
621,5.433333333333334
622,4.966666666666667
623,5.433333333333334
624,4.7
625,5.1
626,4.366666666666666
627,4.133333333333334
628,5.0
629,5.133333333333334
630,5.4
631,3.6
632,7.2
633,1.5333333333333334
634,1.1333333333333333
635,0.5333333333333333
636,3.2666666666666666
637,4.933333333333334
638,9.333333333333334
639,8.466666666666667
640,8.133333333333333
641,8.266666666666667
642,7.666666666666667
643,6.6
644,5.2
645,6.066666666666666
646,6.6
647,7.8
648,6.0
649,5.2
650,4.2
651,4.533333333333333
652,6.8
653,6.6
654,6.6
655,5.133333333333334
656,5.0
657,3.2666666666666666
658,3.066666666666667
659,1.3333333333333333
660,0.4
661,3.8
662,5.733333333333333
663,6.266666666666667
664,7.866666666666666
665,6.866666666666666
666,6.5
